,dt_year,dt_date,country,region,level_of_development,greenhousegas_emissione_mtco2equivalent,total_government_revenue_proportion_of_gdp_perc,fdi_inflows_millionusd,annual_growth_rate_perc,proportion_of_population_with_primary_reliance_on_clean_fuels_a,mortality_rate_perc,renewable_energy_share_on_the_total_energy_consumption,co2emissions_from_fuel_combustion_in_millions_of_tonnes,fossilfuel_subsidies_consumption_and_production_billionusd,randd_expenditure_proportionofgdp_perc,national_action_plans_as_priority_national_policies,number_of_companies_publishing_sustainability_reports,education_for_sustainable_development,enhance_policy_coherence_for_sustainable_development,land_degraded_over_total_land_area,IIASA rates of no education projections (IIASA (2015)),GDP (constant 2015 US$),"Literacy rate, adult total (% of people ages 15 and above)",Annual CO₂ emissions (zero filled),"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)"
197,2019,2019-01-01,Antigua and Barbuda,Latin America and the Caribbean,Not Specified,,,116.4937,0.0396389,95.0,0.175,0.91,,0.03577,,,,,,,,1630215808.0,,498304.0,
198,2020,2020-01-01,Antigua and Barbuda,Latin America and the Caribbean,Not Specified,,,139.46667,-0.2084924,95.0,,,,0.01212,,,,0.0,,,,1301036672.0,,425453.0,
199,2021,2021-01-01,Antigua and Barbuda,Latin America and the Caribbean,Not Specified,,,,,,,,,,,,,,,,,,,468695.0,
220,2002,2002-01-01,Argentina,Latin America and the Caribbean,Developing Economies,,0.2124981,2166.137,-0.1185478,95.0,,11.62,114.22,,0.0038886,,,,,,,336999448576.0,,124392350.0,
221,2003,2003-01-01,Argentina,Latin America and the Caribbean,Developing Economies,,0.2470647,2148.908,0.0767656,95.0,,10.82,124.07,,0.0041012999999999,,,,,,,366780219392.0,,134631000.0,
222,2004,2004-01-01,Argentina,Latin America and the Caribbean,Developing Economies,,0.2713562,1652.011,0.0788493,95.0,,9.29,137.58,,0.0040376,,,,,,,399898902528.0,,157043400.0,
223,2005,2005-01-01,Argentina,Latin America and the Caribbean,Developing Economies,,0.166827,4124.705,0.0772948,95.0,0.188,9.64,141.83,,0.0042074,,,,,,2.9318724,435296600064.0,,161434200.0,99.41150665283205
224,2006,2006-01-01,Argentina,Latin America and the Caribbean,Developing Economies,,0.1727055,5265.263,0.0695554999999999,95.0,,9.18,150.34,,0.0045216,,,,,,,470325559296.0,98.61080169677734,174609000.0,
225,2007,2007-01-01,Argentina,Latin America and the Caribbean,Developing Economies,,0.1798112,5537.348,0.0792424,95.0,,7.72,158.11,,0.0046007,,,,,,,512690847744.0,,174245760.0,
226,2008,2008-01-01,Argentina,Latin America and the Caribbean,Developing Economies,,0.1900491999999999,6473.158,0.0302948,95.0,,7.65,162.63,,0.0047055,,,,,,,533491908608.0,,188106000.0,
227,2009,2009-01-01,Argentina,Latin America and the Caribbean,Developing Economies,,0.2093684,9725.553,-0.0685423,95.0,,8.59,152.06,,0.0058398,,,,,,,501917057024.0,98.9834213256836,178949200.0,
228,2010,2010-01-01,Argentina,Latin America and the Caribbean,Developing Economies,332.49816,0.2130544,4017.159,0.0901336,95.0,0.178,8.79,162.43,,0.0056104,,,,,,2.3895133,552738160640.0,98.95497131347656,186733140.0,99.44763946533205
229,2011,2011-01-01,Argentina,Latin America and the Caribbean,Developing Economies,,0.2020807999999999,11332.719,0.049143,95.0,,8.83,171.17,,0.0056597,,,,,,,585924280320.0,99.10832977294922,190273780.0,99.53041076660156
230,2012,2012-01-01,Argentina,Latin America and the Caribbean,Developing Economies,338.96335,0.2119232999999999,10839.931,-0.0205679,95.0,,8.61,172.64,,0.0063491,,,,,,,579910238208.0,99.10523223876952,191292110.0,99.21768951416016
231,2013,2013-01-01,Argentina,Latin America and the Caribbean,Developing Economies,,0.2157554,15323.934,0.0133546999999999,95.0,,8.91,177.37,,0.0061849,,,,,,,593858985984.0,99.1219482421875,189537740.0,99.0264663696289
232,2014,2014-01-01,Argentina,Latin America and the Caribbean,Developing Economies,,0.223408,9821.662,-0.0352203,95.0,,9.79,173.86,,0.0059396,,,,,,,578937552896.0,98.99388885498048,188396530.0,98.3140640258789
233,2015,2015-01-01,Argentina,Latin America and the Caribbean,Developing Economies,,0.2215713,5065.336,0.0168679,95.0,0.165,9.4,179.75,20.07144,0.0062261999999999,,,,,39.0,1.9411247,594749292544.0,99.17996215820312,191743840.0,98.0219268798828
234,2016,2016-01-01,Argentina,Latin America and the Caribbean,Developing Economies,,0.2136577,11758.994,-0.0305493,95.0,,9.38,178.07,19.23502,0.0055815,,12.0,,,,,582376554496.0,99.12500762939452,189920430.0,94.13945770263672
235,2017,2017-01-01,Argentina,Latin America and the Caribbean,Developing Economies,,0.1937355,3260.16434,0.0181534,95.0,,10.37,173.94,12.37222,0.0055711999999999,,24.0,,,,,598790832128.0,,186898880.0,93.85282135009766
236,2018,2018-01-01,Argentina,Latin America and the Caribbean,Developing Economies,,0.1772036,11516.86146,-0.0349665,95.0,,10.52,171.19,8.92554,0.0049359999999999,,44.0,,,,,583118094336.0,99.00386810302734,180599330.0,
237,2019,2019-01-01,Argentina,Latin America and the Caribbean,Developing Economies,,0.1855049,11872.85666,-0.030053,95.0,0.157,10.74,162.22,7.10982,,,48.0,,,,,571304509440.0,,178511620.0,
238,2020,2020-01-01,Argentina,Latin America and the Caribbean,Developing Economies,,0.173196,6663.06211,-0.1073269999999999,95.0,,,,4.31072,,1.0,48.0,0.0,,,1.5755135999999998,514772402176.0,,169262690.0,
239,2021,2021-01-01,Argentina,Latin America and the Caribbean,Developing Economies,,,,,,,,,,,,,,,,,,,186448290.0,
240,2002,2002-01-01,Armenia,North Africa and Western Asia,Economies in Transition,,,69.869,0.1568399999999999,85.0,,8.9,2.91,,0.0025255,,,,,,,4912347648.0,,3076793.0,
241,2003,2003-01-01,Armenia,North Africa and Western Asia,Economies in Transition,,0.1797534999999999,110.725,0.1464714,88.0,,9.81,3.28,,0.0032109,,,,,,,5600076288.0,,3455560.0,
242,2004,2004-01-01,Armenia,North Africa and Western Asia,Economies in Transition,,0.1956889,122.853,0.1110148,90.0,,8.71,3.47,,0.0025659,,,,,,,6188084224.0,,3691197.0,
243,2005,2005-01-01,Armenia,North Africa and Western Asia,Economies in Transition,,0.2051394,247.141,0.1460866,92.0,0.257,6.49,4.13,,0.0025761,,,,,,0.3109631,7048227840.0,,4376169.0,100.0
244,2006,2006-01-01,Armenia,North Africa and Western Asia,Economies in Transition,7.02164,0.2100450999999999,292.073,0.1407661,93.0,,7.65,4.15,,0.0024057,,,,,,,7978593792.0,,4401590.0,
245,2007,2007-01-01,Armenia,North Africa and Western Asia,Economies in Transition,,0.22787,466.532,0.1474562,94.0,,7.02,4.8,,0.0021107,,,,,,,9071661056.0,,5100210.0,
246,2008,2008-01-01,Armenia,North Africa and Western Asia,Economies in Transition,,0.2380824,667.672,0.0786722,95.0,,6.4,5.27,,0.0022438,,,,,,,9697605632.0,,5574790.0,
247,2009,2009-01-01,Armenia,North Africa and Western Asia,Economies in Transition,,0.2371648,943.733,-0.1356957,95.0,,7.8,4.27,,0.0029093,,,,,,,8330243584.0,,4363332.0,
248,2010,2010-01-01,Armenia,North Africa and Western Asia,Economies in Transition,7.20217,0.2424018999999999,760.041,0.0259781,95.0,0.25,9.36,4.05,,0.0024139,,,,,,0.2401548,8513508864.0,,4252750.0,100.0
249,2011,2011-01-01,Armenia,North Africa and Western Asia,Economies in Transition,,0.2560043,529.32139,0.0467917,95.0,,8.01,4.67,,0.0027014,,,,,,,8913643520.0,99.7444076538086,4968878.0,100.0
250,2012,2012-01-01,Armenia,North Africa and Western Asia,Economies in Transition,,0.2422055,653.21976,0.0687929999999999,95.0,,6.56,5.44,,0.0023853,,,,,,,9555426304.0,,5748252.0,100.0
251,2013,2013-01-01,Armenia,North Africa and Western Asia,Economies in Transition,,0.2456122999999999,496.6367,0.0278187,95.0,,6.77,5.24,,0.0022216,,,,,,,9870754816.0,,5535004.0,100.0
252,2014,2014-01-01,Armenia,North Africa and Western Asia,Economies in Transition,,0.2592662,346.09239,0.0311471,95.0,,7.08,5.24,,0.0024151,,,,,,,10226102272.0,,5604113.0,100.0
253,2015,2015-01-01,Armenia,North Africa and Western Asia,Economies in Transition,,0.2506044,406.57841,0.0277172,95.0,0.223,10.74,5.1,0.03197,0.0025002,,,,,2.0,0.1894283,10553337856.0,,5469323.0,100.0
254,2016,2016-01-01,Armenia,North Africa and Western Asia,Economies in Transition,,0.249148,184.12799,-0.0018945,95.0,,13.15,4.91,0.02225,0.0023305,,,,,,,10574444544.0,,5203013.0,100.0
255,2017,2017-01-01,Armenia,North Africa and Western Asia,Economies in Transition,,0.2354141,333.73331,0.0721345,95.0,,12.56,5.17,0.02234,0.0022788,,,,,,,11367527424.0,99.73606872558594,5540153.0,100.0
256,2018,2018-01-01,Armenia,North Africa and Western Asia,Economies in Transition,,0.2340143,250.93511,0.0495464,95.0,,11.13,5.4,0.00457,0.0018876,,,,,,,11958639616.0,,5825786.0,
257,2019,2019-01-01,Armenia,North Africa and Western Asia,Economies in Transition,,0.2525041999999999,254.14616,0.0741246,95.0,0.1989999999999999,10.34,5.85,0.00459,,,,,,,,12867495936.0,,6284110.0,
258,2020,2020-01-01,Armenia,North Africa and Western Asia,Economies in Transition,,0.2621344,254.07725,-0.075716,95.0,,,,0.01185,,,,0.875,,,0.1520052,11915300864.0,99.78861236572266,6430661.0,
259,2021,2021-01-01,Armenia,North Africa and Western Asia,Economies in Transition,,,,,,,,,,,,,,,,,,,6806045.0,
260,2002,2002-01-01,Aruba,Latin America and the Caribbean,Not Specified,,,-266.92737,-0.0208439,,,0.18,,,,,,,,,,2664631808.0,,2436560.0,
261,2003,2003-01-01,Aruba,Latin America and the Caribbean,Not Specified,,,332.12291,-0.0157391,,,0.18,,,,,,,,,,2717273088.0,,2561136.0,
262,2004,2004-01-01,Aruba,Latin America and the Caribbean,Not Specified,,,159.77654,0.0571285,,,0.19,,,,,,,,,,2932251648.0,,2616096.0,
263,2005,2005-01-01,Aruba,Latin America and the Caribbean,Not Specified,,,-105.65238,-0.0008006,,,0.19,,,,,,,,,,2967859456.0,,2718688.0,
264,2006,2006-01-01,Aruba,Latin America and the Caribbean,Not Specified,,,-207.04278,0.001968,,,0.19,,,,,,,,,,2999040000.0,,2715024.0,
265,2007,2007-01-01,Aruba,Latin America and the Caribbean,Not Specified,,,221.34776,0.0294614,,,0.19,,,,,,,,,,3053029632.0,,2821280.0,
266,2008,2008-01-01,Aruba,Latin America and the Caribbean,Not Specified,,,-469.73759,-0.0135294,,,0.19,,,,,,,,,,3050260224.0,,2656400.0,
267,2009,2009-01-01,Aruba,Latin America and the Caribbean,Not Specified,,,19.55307,-0.0983288,,,0.3,,,,,,,,,,2729380608.0,,2627088.0,
268,2010,2010-01-01,Aruba,Latin America and the Caribbean,Not Specified,,,-10.70141,-0.030458,,,5.46,,,,,,,,,,2628802048.0,96.82263946533205,2506176.0,
269,2011,2011-01-01,Aruba,Latin America and the Caribbean,Not Specified,,,236.87151,0.0076708,,,5.66,,,,,,,,,,2719392000.0,,2498848.0,
270,2012,2012-01-01,Aruba,Latin America and the Caribbean,Not Specified,,,489.49721,-0.0212794999999999,,,6.86,,,,,,,,,,2682140160.0,,1348352.0,
271,2013,2013-01-01,Aruba,Latin America and the Caribbean,Not Specified,,,-316.42458,0.0609096,,,6.89,,,,,,,,,,2794742528.0,,861040.0,
272,2014,2014-01-01,Aruba,Latin America and the Caribbean,Not Specified,,,227.31844,-0.0036156,,,6.93,,,,,,,,,,2803126784.0,,872032.0,
273,2015,2015-01-01,Aruba,Latin America and the Caribbean,Not Specified,,,208.32402,0.0573297,,,6.73,,0.0,,,,,,,,2962905088.0,,897680.0,
274,2016,2016-01-01,Aruba,Latin America and the Caribbean,Not Specified,,,-26.87151,0.0065562,,,6.99,,0.0,,,,,,,,3025126144.0,,883024.0,
275,2017,2017-01-01,Aruba,Latin America and the Caribbean,Not Specified,,,27.5419,0.0208319,,,6.7,,0.0,,,,,,,,3085628416.0,,890352.0,
276,2018,2018-01-01,Aruba,Latin America and the Caribbean,Not Specified,,,87.86228,-0.0075403,,,8.02,,0.0,,,,,,,,,97.8074188232422,872032.0,
277,2019,2019-01-01,Aruba,Latin America and the Caribbean,Not Specified,,,110.17565,-0.0113806,,,7.48,,2e-05,,,,,,,,,,912336.0,
278,2020,2020-01-01,Aruba,Latin America and the Caribbean,Not Specified,,,-133.31794,-0.226493,,,,,0.04529,,,,0.0,,,,,,778954.0,
279,2021,2021-01-01,Aruba,Latin America and the Caribbean,Not Specified,,,,,,,,,,,,,,,,,,,858126.0,
280,2002,2002-01-01,Australia,Oceania,Developed Economies,499.19049,0.3370739,7825.43032,0.0188874999999999,95.0,,8.74,348.96,,0.0175161,,,,,,,926117003264.0,,361540800.0,
281,2003,2003-01-01,Australia,Oceania,Developed Economies,500.59996,0.3458565999999999,14246.20768,0.0287408,95.0,,7.15,347.97,,,,,,,,,954922237952.0,,369279520.0,
282,2004,2004-01-01,Australia,Oceania,Developed Economies,517.72651,0.3485994999999999,6338.89137,0.0187793999999999,95.0,,6.68,361.33,,0.0185456,,,,,,,995080994816.0,,382820900.0,
283,2005,2005-01-01,Australia,Oceania,Developed Economies,524.21149,0.3494602,39611.69333,0.0127191,95.0,0.114,6.71,365.52,,,,,,,,,1026528903168.0,,386153540.0,33.4924201965332
284,2006,2006-01-01,Australia,Oceania,Developed Economies,528.03842,0.3507175999999999,-28294.65356,0.0208487,95.0,,6.85,370.84,,0.0218551999999999,,,,,,,1054521294848.0,,392384320.0,
285,2007,2007-01-01,Australia,Oceania,Developed Economies,534.41784,0.3445608,26313.84745,0.0172497,95.0,,6.95,381.07,,,,,,,,,1094260752384.0,,399624830.0,
286,2008,2008-01-01,Australia,Oceania,Developed Economies,537.26231,0.340983,41479.5786,-0.0005058,95.0,,6.79,384.31,,0.024037,,,,,,,1133402652672.0,,404233060.0,
287,2009,2009-01-01,Australia,Oceania,Developed Economies,540.38162,0.3321661999999999,46905.66861,0.0010325,95.0,,7.15,390.74,,,,,,,,,1154561343488.0,,407065000.0,
288,2010,2010-01-01,Australia,Oceania,Developed Economies,535.54922,0.3086861,31892.30925,0.005951,95.0,0.099,8.16,383.36,,0.0237585999999999,,,,,,,1179642363904.0,,405103330.0,32.97097396850586
289,2011,2011-01-01,Australia,Oceania,Developed Economies,537.2055,0.3058292,36795.51625,0.0215074,95.0,,8.32,381.78,,0.0223765,,,,,,,1208776523776.0,,403828770.0,36.32342147827149
290,2012,2012-01-01,Australia,Oceania,Developed Economies,539.51105,0.3199714,58931.59409,0.0094585,95.0,,8.29,381.76,,,,,,,,,1256128643072.0,,406150900.0,30.654542922973636
291,2013,2013-01-01,Australia,Oceania,Developed Economies,530.31191,0.3298491,59574.38437,0.0098568,95.0,,9.21,375.43,,0.021787,,,,,,,1288790605824.0,,397887460.0,28.274059295654297
292,2014,2014-01-01,Australia,Oceania,Developed Economies,524.7094,0.3338680999999999,56765.52363,0.0071360999999999,95.0,,9.32,366.19,,,,,,,,,1321821536256.0,,393952900.0,27.105514526367188
293,2015,2015-01-01,Australia,Oceania,Developed Economies,533.06383,0.3389246,58506.70657,0.0132746999999999,95.0,0.093,9.31,372.45,4.42711,0.0191918,,,,,,,1350534168576.0,,401793060.0,26.046667098999023
294,2016,2016-01-01,Australia,Oceania,Developed Economies,542.28787,0.3393848,29580.2688,0.0090832,95.0,,9.42,380.58,7.1693,,,210.0,,,,,1387560960000.0,,411264300.0,24.90420913696289
295,2017,2017-01-01,Australia,Oceania,Developed Economies,549.33002,0.3374597,48401.36484,0.0160128,95.0,,9.69,384.83,8.19878,0.0187466,,238.0,,,,,1419418402816.0,,414358300.0,24.89358329772949
296,2018,2018-01-01,Australia,Oceania,Developed Economies,549.73194,0.3459446,45225.17551,0.0087449,95.0,,9.67,382.41,7.54307,,,261.0,,,,,1460169474048.0,,416283800.0,
297,2019,2019-01-01,Australia,Oceania,Developed Economies,545.15252,0.3479779,68477.41951,-0.0149174,95.0,0.086,10.13,380.74,7.41455,,,359.0,,,,,1491025002496.0,,416356600.0,
298,2020,2020-01-01,Australia,Oceania,Developed Economies,,0.3480194,39224.001,0.0025187,95.0,,,,7.29715,,,433.0,0.0,,,,1490967855104.0,,399922100.0,
299,2021,2021-01-01,Australia,Oceania,Developed Economies,,,,,,,,,,,,,,,,,,,391187420.0,
300,2002,2002-01-01,Austria,Europe and North America,Developed Economies,85.81506,0.4958326,5689.43455,0.0119338,95.0,,24.68,67.63,,0.0206598,,,,,,,320340361216.0,,71953620.0,
301,2003,2003-01-01,Austria,Europe and North America,Developed Economies,91.30672,0.4940617,138.34643,0.0042984,95.0,,22.56,72.71,,0.0217456,,,,,,,323356262400.0,,77460984.0,
302,2004,2004-01-01,Austria,Europe and North America,Developed Economies,90.98523,0.4883312,6195.02186,0.0222308,95.0,,23.17,74.01,,0.0216612,,,,,,,332200443904.0,,77678290.0,
303,2005,2005-01-01,Austria,Europe and North America,Developed Economies,92.14729,0.4857269,3183.64965,0.0178764,95.0,0.128,24.41,74.44,,0.0237324,,,,,,0.4185122,339655229440.0,,79078110.0,99.14830017089844
304,2006,2006-01-01,Austria,Europe and North America,Developed Economies,89.72878,0.4778631,10784.46003,0.0305831,95.0,,26.64,72.15,,0.0235923,,,,,,,351387058176.0,,76806460.0,
305,2007,2007-01-01,Austria,Europe and North America,Developed Economies,86.98394,0.4782342,4754.75731,0.0337315,95.0,,28.99,69.11,,0.0241843,,,,,,,364484722688.0,,74106780.0,
306,2008,2008-01-01,Austria,Europe and North America,Developed Economies,86.44021,0.4833706,25484.26717,0.0112234999999999,95.0,,29.68,68.6,,0.0256945,,,,,,,369807753216.0,,73481910.0,
307,2009,2009-01-01,Austria,Europe and North America,Developed Economies,79.77907,0.4865962,7226.09723,-0.041224,95.0,,31.31,62.62,,0.0259674,,,,,,,355886039040.0,,67298660.0,
308,2010,2010-01-01,Austria,Europe and North America,Developed Economies,84.33672,0.4831471,9268.29969,0.0138559,95.0,0.124,31.15,68.34,,0.027261,,,,,,0.2793969,362424008704.0,,72006410.0,98.4515380859375
309,2011,2011-01-01,Austria,Europe and North America,Developed Economies,82.12703,0.4827987,2575.46341,0.0239254,95.0,,31.64,66.61,,0.0266868,,,,,,,373016920064.0,,69893110.0,99.25717163085938
310,2012,2012-01-01,Austria,Europe and North America,Developed Economies,79.43238,0.4898276,10615.64954,0.0010345,95.0,,34.38,63.43,,0.0291471999999999,,,,,,,375555096576.0,,67265900.0,97.41014099121094
311,2013,2013-01-01,Austria,Europe and North America,Developed Economies,79.81717,0.4965171,3988.87765,-0.0060533,95.0,,34.59,64.09,,0.0295492,,,,,,,375650877440.0,,67759450.0,95.7683563232422
312,2014,2014-01-01,Austria,Europe and North America,Developed Economies,76.23867,0.4963997,5721.21046,-0.0002838,95.0,,35.67,60.41,,0.0308429,,,,,,,378134953984.0,,64160004.0,93.78567504882812
313,2015,2015-01-01,Austria,Europe and North America,Developed Economies,78.46223,0.5004336,4583.14766,0.0027603,95.0,0.1159999999999999,34.82,61.54,0.75292,0.0304969,,,,,,0.1844709,381971136512.0,,66348824.0,91.4744644165039
314,2016,2016-01-01,Austria,Europe and North America,Developed Economies,79.47101,0.4847725,1488.35781,0.0118912,95.0,,34.64,61.96,0.77918,0.0311659,,32.0,,,,,389570232320.0,,67210744.0,85.01593780517578
315,2017,2017-01-01,Austria,Europe and North America,Developed Economies,81.8625,0.4843641,-8508.30643,0.0141684,95.0,,33.98,64.15,0.80395,0.0304884999999999,1.0,36.0,,,,,398368964608.0,,69592824.0,85.0515365600586
316,2018,2018-01-01,Austria,Europe and North America,Developed Economies,78.62764,0.4885963,14953.06209,0.0167748,95.0,,34.11,61.24,0.86953,0.0317491,,60.0,,,,,408334532608.0,,66557184.0,
317,2019,2019-01-01,Austria,Europe and North America,Developed Economies,79.84225,0.4912324999999999,5287.32767,0.0076912,95.0,0.104,33.77,63.0,0.90263,0.032105,,68.0,,,,,414423646208.0,,67936184.0,
318,2020,2020-01-01,Austria,Europe and North America,Developed Economies,,0.4876961,967.54465,-0.0726571,95.0,,,,0.55871,,,72.0,0.831,,,0.1206775,386514223104.0,,62037450.0,
319,2021,2021-01-01,Austria,Europe and North America,Developed Economies,,,,,,,,,,,,,,,,,,,64625588.0,
320,2002,2002-01-01,Azerbaijan,North Africa and Western Asia,Economies in Transition,40.77979,,226.51,0.0838429,77.0,,2.35,25.52,,0.0030155,,,,,,,14334201856.0,,29640750.0,
321,2003,2003-01-01,Azerbaijan,North Africa and Western Asia,Economies in Transition,43.68426,,1392.44,0.0909623,80.0,,2.94,27.83,,0.0032496,,,,,,,15797480448.0,,30623566.0,
322,2004,2004-01-01,Azerbaijan,North Africa and Western Asia,Economies in Transition,46.25996,,3285.0,0.0812217,83.0,,3.07,27.41,,0.0029831,,,,,,,17259347968.0,,32077060.0,
323,2005,2005-01-01,Azerbaijan,North Africa and Western Asia,Economies in Transition,49.32249,,3556.1,0.2661789,85.0,0.321,3.36,29.02,,0.0021994,,,,,,,22085326848.0,,34286420.0,100.0
324,2006,2006-01-01,Azerbaijan,North Africa and Western Asia,Economies in Transition,49.23565,,1679.92,0.3303991,87.0,,2.86,29.4,,0.0017165,,,,,,,29704763392.0,,39108580.0,
325,2007,2007-01-01,Azerbaijan,North Africa and Western Asia,Economies in Transition,46.94433,,-583.985,0.2411000999999999,89.0,,3.78,26.64,,0.0017005999999999,,,,,,,37130956800.0,99.59319305419922,30459078.0,
326,2008,2008-01-01,Azerbaijan,North Africa and Western Asia,Economies in Transition,53.77954,0.4951691,-4748.88,0.0936754,91.0,,3.08,28.74,,0.0016554,,,,,,,41125867520.0,,35449750.0,
327,2009,2009-01-01,Azerbaijan,North Africa and Western Asia,Economies in Transition,48.28183,0.4113703,14.09,0.0811317,92.0,,3.27,24.42,,0.0024976,,,,,,,44949078016.0,99.75984191894533,31856400.0,
328,2010,2010-01-01,Azerbaijan,North Africa and Western Asia,Economies in Transition,48.04828,0.4699423,473.305,0.0353504,93.0,0.298,4.45,23.44,,0.0021848,,,,,,,47218532352.0,99.7711410522461,30632888.0,100.0
329,2011,2011-01-01,Azerbaijan,North Africa and Western Asia,Economies in Transition,49.12855,0.4562498,563.0,-0.027978,94.0,,3.55,26.36,,0.0021084,,,,,,,47265751040.0,99.77863311767578,32975696.0,100.0
330,2012,2012-01-01,Azerbaijan,North Africa and Western Asia,Economies in Transition,51.80395,0.4143289999999999,1465.0,0.0089663,95.0,,2.84,28.8,,0.0021427,,,,,,,48289165312.0,99.77577209472656,32773342.0,100.0
331,2013,2013-01-01,Azerbaijan,North Africa and Western Asia,Economies in Transition,57.99477,0.405469,2004.6,0.0448137999999999,95.0,,2.52,29.36,,0.0020969,,,,,,,51094671360.0,99.78936004638672,33555216.0,100.0
332,2014,2014-01-01,Azerbaijan,North Africa and Western Asia,Economies in Transition,,0.4006177999999999,2632.0,0.0149819,95.0,,2.12,30.71,,0.0020978,,,,,,,52500033536.0,99.78898620605467,34348428.0,100.0
333,2015,2015-01-01,Azerbaijan,North Africa and Western Asia,Economies in Transition,,0.3438102,4430.4,-0.0018038,95.0,0.284,2.33,30.54,0.458,0.0022232,,,,,,,53074370560.0,99.7880630493164,34682944.0,100.0
334,2016,2016-01-01,Azerbaijan,North Africa and Western Asia,Economies in Transition,,0.3525156,4047.7,-0.0419163999999999,95.0,,1.94,31.11,1.21407,0.0020637,,,,,,,51429064704.0,99.7900619506836,34727332.0,100.0
335,2017,2017-01-01,Azerbaijan,North Africa and Western Asia,Economies in Transition,,0.3533861,4500.0,-0.0095803,95.0,,1.91,30.73,6e-05,0.0018468,1.0,,,,,,51531923456.0,99.79122924804688,34607040.0,100.0
336,2018,2018-01-01,Azerbaijan,North Africa and Western Asia,Economies in Transition,,0.3971993,2867.0,0.0043723,95.0,,1.93,31.27,0.89725,0.0018415999999999,,,,,,,52304900096.0,,34575816.0,
